#This file maps mm10's rsem gene IDs to gene symbols
#Allon, July 2015
#Gene RSEM ID	Gene Sybmol	Biotype
gene44464	LOC102638032	N/A
gene44465	LOC102638306	N/A
gene44466	LOC102638379	N/A
gene44467	Gm21409	protein_coding
gene44468	LOC102639162	N/A
gene44469	LOC102639234	N/A
gene4447	Olfr1310	protein_coding
gene44474	Gm20856	unprocessed_pseudogene
gene44475	LOC102639596	N/A
gene44476	LOC102639670	N/A
gene44477	LOC102639786	N/A
gene44478	LOC102639862	N/A
gene44479	LOC102640055	N/A
gene4448	Olfr1311	protein_coding
gene44480	Gm20854	protein_coding
gene44481	LOC102640161	N/A
gene44482	LOC102640265	N/A
gene44483	LOC102640367	N/A
gene44484	Gm21435	unprocessed_pseudogene
gene44485	LOC102640650	N/A
gene44486	LOC102640769	N/A
gene44487	LOC102640880	N/A
gene44488	Gm20820	protein_coding
gene44489	LOC102636822	N/A
gene4449	Olfr1312	protein_coding
gene44490	LOC102632150	N/A
gene44491	Gm20861	unprocessed_pseudogene
gene44494	LOC102632754	N/A
gene44495	LOC102636938	N/A
gene44496	LOC102632832	N/A
gene44497	LOC102637051	N/A
gene44498	LOC102632982	N/A
gene44499	Gm21462	unprocessed_pseudogene
gene445	LOC102632160	N/A
gene4450	Olfr1313	protein_coding
gene44500	Gm21470	unprocessed_pseudogene
gene44501	LOC102633502	N/A
gene44502	LOC102633570	N/A
gene44503	LOC102633766	N/A
gene44504	Gm21477	protein_coding
gene44505	LOC102637175	N/A
gene44506	LOC102634571	N/A
gene44507	LOC102638984	N/A
gene44508	LOC102638907	N/A
gene44509	LOC102638689	N/A
gene4451	Olfr1314	protein_coding
gene44510	LOC102638535	N/A
gene44511	LOC102638418	N/A
gene44512	Gm20906	protein_coding
gene44513	LOC102637768	N/A
gene44514	LOC102637653	N/A
gene44515	LOC102639094	N/A
gene44516	LOC102638536	N/A
gene44517	LOC102639710	N/A
gene44518	LOC102639863	N/A
gene44519	LOC102640056	N/A
gene44520	LOC102640228	N/A
gene44521	LOC102640297	N/A
gene44522	Gm20819	unprocessed_pseudogene
gene44523	LOC102640406	N/A
gene44524	Gm21287	unprocessed_pseudogene
gene44525	LOC102640475	N/A
gene44526	LOC102640572	N/A
gene44527	LOC102640734	N/A
gene44528	LOC102638871	N/A
gene44529	LOC102640842	N/A
gene4453	Olfr1316	protein_coding
gene44530	Gm21294	protein_coding
gene44531	LOC102640918	N/A
gene44532	LOC102640992	N/A
gene44533	LOC102631804	N/A
gene44534	LOC102639095	N/A
gene44535	Gm21996	protein_coding
gene44536	LOC102639198	N/A
gene44537	LOC102632261	N/A
gene44538	LOC102632186	N/A
gene44539	Gm20879	unprocessed_pseudogene
gene4454	Olfr1317	protein_coding
gene44540	LOC102631917	N/A
gene44541	LOC102632983	N/A
gene44542	Gm20993	N/A
gene44543	LOC102633172	N/A
gene44544	Gm20837	protein_coding
gene44545	LOC102634415	N/A
gene44546	Gm20986	N/A
gene44547	LOC102634802	N/A
gene44548	LOC102635002	N/A
gene44549	LOC102638155	N/A
gene4455	Olfr1318	protein_coding
gene44550	LOC102637362	N/A
gene44551	G530011O06Rik	processed_transcript
gene44552	LOC102636391	N/A
gene44553	Mid1	protein_coding
gene44554	LOC102632870	N/A
gene44555	Erdr1	protein_coding
gene44556	LOC102639305	N/A
gene44557	LOC102636107	N/A
gene44558	LOC102635999	N/A
gene44559	LOC102635107	N/A
gene44560	LOC100861691	N/A
gene44561	LOC102638945	N/A
gene44562	LOC102639163	N/A
gene44563	LOC102639061	N/A
gene44564	LOC102639266	N/A
gene44565	LOC102639451	N/A
gene44566	LOC100504472	N/A
gene44567	LOC102639672	N/A
gene44568	LOC102639865	N/A
gene44569	LOC630077	N/A
gene44570	LOC100042019	N/A
gene44572	LOC674011	N/A
gene44573	LOC100040974	N/A
gene44574	LOC102639428	N/A
gene44575	LOC673191	N/A
gene44576	LOC102640139	N/A
gene44577	LOC673652	N/A
gene44578	LOC434608	N/A
gene44579	LOC102639356	N/A
gene4458	Lpcat4	protein_coding
gene44580	LOC100861749	N/A
gene44581	LOC100861738	N/A
gene44582	LOC102640121	N/A
gene44583	LOC102640007	N/A
gene44584	Pisd-ps3	N/A
gene44585	Pcnxl3	protein_coding
gene44586	Map3k11	protein_coding
gene44587	Kcnk7	protein_coding
gene44588	Ehbp1l1	protein_coding
gene44589	Pdhx	protein_coding
gene4459	Nutm1	protein_coding
gene44590	Apip	protein_coding
gene44591	LOC102637867	N/A
gene44592	LOC102638052	N/A
gene44593	Ehf	protein_coding
gene44594	A930006I01Rik	lincRNA
gene44596	4932438A13Rik	protein_coding
gene44597	Adad1	protein_coding
gene44598	Adad1	protein_coding
gene44599	Gm12583	processed_pseudogene
gene446	LOC102632346	N/A
gene4460	Nop10	protein_coding
gene44600	Il2	protein_coding
gene44601	LOC102639848	N/A
gene44602	Il21	protein_coding
gene44603	Cetn4	protein_coding
gene44604	Bbs12	protein_coding
gene44605	Gm12540	processed_pseudogene
gene44606	Fgf2os	antisense
gene44607	Fgf2	protein_coding
gene44608	Nudt6	protein_coding
gene44609	Spata5	protein_coding
gene4461	Slc12a6	protein_coding
gene44610	Tdpoz1	protein_coding
gene44611	Tdpoz2	protein_coding
gene44612	Gm5541	unprocessed_pseudogene
gene44614	Cxcl15	protein_coding
gene44615	Cxcl3	protein_coding
gene44616	Pf4	protein_coding
gene44617	Ppbp	protein_coding
gene44618	Cxcl5	protein_coding
gene44619	LOC102639875	N/A
gene4462	LOC102632659	N/A
gene44620	LOC102633851	N/A
gene44621	G930045G22Rik	protein_coding
gene44622	LOC102641010	N/A
gene44623	C530044C16Rik	N/A
gene44624	Kdm5a	protein_coding
gene44625	Il17ra	protein_coding
gene44626	Cecr6	protein_coding
gene44627	Cecr5	protein_coding
gene44628	1700072O05Rik	N/A
gene44629	Cecr2	protein_coding
gene4463	Emc4	protein_coding
gene44630	Slc25a18	protein_coding
gene44631	Atp6v1e1	protein_coding
gene44632	Gm19245	N/A
gene44633	Bcl2l13	protein_coding
gene44634	Bid	protein_coding
gene44635	Gm17812	N/A
gene44636	Mical3	protein_coding
gene44637	Zfp60	protein_coding
gene44638	Gm10046	N/A
gene44639	LOC101056270	N/A
gene4464	Katnbl1	protein_coding
gene44640	Zfp626	protein_coding
gene44641	Serpina1d	protein_coding
gene44642	Serpina1b	protein_coding
gene44643	Mta1	protein_coding
gene44644	LOC102641016	N/A
gene44645	Crip2	protein_coding
gene44646	Crip1	protein_coding
gene44647	4930427A07Rik	protein_coding
gene44648	Tmem121	protein_coding
gene44649	LOC102641018	N/A
gene4465	Emc7	protein_coding
gene44650	Ighe	IG_C_gene
gene44651	Ighg2b	IG_C_gene
gene44652	Ighg1	IG_C_gene
gene44653	LOC632268	N/A
gene44654	Ighm	IG_C_gene
gene44655	Adam6b	protein_coding
gene44656	Adam6a	protein_coding
gene44657	Ighv2-1	IG_V_pseudogene
gene44658	LOC102641021	N/A
gene44659	LOC102641022	N/A
gene4466	Chrm5	protein_coding
gene44660	LOC102641024	N/A
gene44661	Gm9517	processed_pseudogene
gene44662	Ighv5-9	IG_V_gene
gene44663	Ighv5-11	IG_V_pseudogene
gene44664	LOC102641025	N/A
gene44665	LOC101056263	N/A
gene44666	LOC101056266	N/A
gene44667	LOC101056269	N/A
gene44668	LOC101056273	N/A
gene44669	LOC630305	N/A
gene4467	Aven	protein_coding
gene44670	LOC101056278	N/A
gene44671	Ighv5-12	IG_V_gene
gene44672	LOC101056283	N/A
gene44673	LOC102641001	N/A
gene44674	Vh7183.a34psi.56	N/A
gene44675	LOC101056284	N/A
gene44676	LOC101056285	N/A
gene44677	Vhq52.a22.67	N/A
gene44678	Vh7183.a44psi.71	N/A
gene44679	LOC101056290	N/A
gene4468	Ryr3	protein_coding
gene44680	Ighv5-17	IG_V_gene
gene44681	Igh-VX24	N/A
gene44682	Ighv3-2	IG_V_pseudogene
gene44683	Ighv11-2	IG_V_gene
gene44684	Ighv14-3	IG_V_gene
gene44685	LOC101056293	N/A
gene44686	LOC630331	N/A
gene44687	LOC630251	N/A
gene44688	LOC101056253	N/A
gene44689	Vhvgam3.8.a4.102	N/A
gene4469	Tmco5b	protein_coding
gene44690	LOC630345	N/A
gene44691	Ighv12-1	IG_V_pseudogene
gene44692	Ighv9-3	IG_V_gene
gene44693	Ighv7-3	IG_V_gene
gene44694	Ighv14-4	IG_V_gene
gene44695	Ighv3-3	IG_V_gene
gene44696	Ighv7-4	IG_V_gene
gene44697	LOC101056255	N/A
gene44698	Ighv3-5	IG_V_gene
gene44699	Gm18551	processed_pseudogene
gene447	LOC101055875	N/A
gene4470	Fmn1	protein_coding
gene44700	Ighv13-1	IG_V_pseudogene
gene44701	LOC634749	N/A
gene44702	Ighv3-7	IG_V_pseudogene
gene44703	Ighv3-8	IG_V_gene
gene44704	LOC101056259	N/A
gene44705	LOC641025	N/A
gene44706	LOC101056260	N/A
gene44707	Ighv6-3	IG_V_gene
gene44708	Ighv6-4	IG_V_gene
gene44709	Ighv6-5	IG_V_gene
gene4471	LOC102632736	N/A
gene44710	Ighv6-6	IG_V_gene
gene44711	LOC102641011	N/A
gene44712	Bdp1	protein_coding
gene44713	Serf1	protein_coding
gene44714	Smn1	protein_coding
gene44715	Naip2	protein_coding
gene44718	Naip5	protein_coding
gene4472	4930533B01Rik	antisense
gene44720	Olfr1512	protein_coding
gene44721	Olfr1511	protein_coding
gene44722	Olfr1510	protein_coding
gene44723	Ps-modr4	N/A
gene44724	LOC102641012	N/A
gene44725	Olfr1509	protein_coding
gene44726	Olfr1508	protein_coding
gene44727	Olfr1507	protein_coding
gene44728	LOC102641013	N/A
gene44729	Trav3-1	TR_V_gene
gene4473	Grem1	protein_coding
gene44730	Gm5408	N/A
gene44731	Trav8d-1	TR_V_gene
gene44732	LOC102641014	N/A
gene44733	Trav14d-1	TR_V_gene
gene44734	Trav3d-2	TR_V_pseudogene
gene44735	Trav9d-2	TR_V_gene
gene44736	Trav9d-3	TR_V_gene
gene44737	Trav13d-2	TR_V_gene
gene44738	Trav14d-2	TR_V_gene
gene44739	LOC102641020	N/A
gene4474	Scg5	protein_coding
gene44740	Trav4d-4	TR_V_gene
gene44741	Trav5d-4	TR_V_gene
gene44742	Trav13d-3	TR_V_gene
gene44743	LOC102641015	N/A
gene44744	LOC102641017	N/A
gene44745	LOC102641023	N/A
gene44746	Trav9d-1	TR_V_gene
gene44747	Trav12-1	TR_V_gene
gene44748	Trav14-1	TR_V_gene
gene44749	Trav9-2	TR_V_gene
gene4475	Arhgap11a	protein_coding
gene44750	Trav9-3	N/A
gene44751	Trav12d-3	TR_V_gene
gene44752	Trav14-2	TR_V_gene
gene44753	Trav3d-3	TR_V_gene
gene44754	Trav9-4	TR_V_gene
gene44755	Trac	TR_C_gene
gene44756	Trav6d-7	TR_V_gene
gene44757	C920008G01Rik	N/A
gene44758	Trav13-3	TR_V_pseudogene
gene44759	Trav14-3	TR_V_gene
gene4476	LOC102633069	N/A
gene44760	Trav18	TR_V_gene
gene44761	LOC102632193	N/A
gene44763	LOC102641019	N/A
gene44765	Trdc	TR_C_gene
gene44766	LOC102637861	N/A
gene44767	Klhl22	protein_coding
gene44768	Scarf2	protein_coding
gene4477	Gm21596	processed_pseudogene
gene44770	B830017H08Rik	N/A
gene44771	Car15	protein_coding
gene44772	Dgcr2	protein_coding
gene44773	Tssk1	protein_coding
gene44774	Tssk2	protein_coding
gene44775	Dgcr14	protein_coding
gene44776	Gsc2	protein_coding
gene44777	Slc25a1	protein_coding
gene44778	Vpreb2	protein_coding
gene44779	Dgcr6	protein_coding
gene4478	Gjd2	protein_coding
gene44780	Prodh	protein_coding
gene44781	Rtn4r	protein_coding
gene44782	Mir6366	miRNA
gene44783	LOC102638009	N/A
gene44784	4933432I09Rik	N/A
gene44785	LOC102638083	N/A
gene44786	Zdhhc8	protein_coding
gene44787	Cldn5	protein_coding
gene44788	Cdc45	protein_coding
gene44789	Ufd1l	protein_coding
gene4479	A530058N18Rik	processed_transcript
gene44790	2510002D24Rik	protein_coding
gene44791	Mrpl40	protein_coding
gene44792	Hira	protein_coding
gene44793	C920025E04Rik	unprocessed_pseudogene
gene44794	H2-T10	polymorphic_pseudogene
gene44796	Gm7030	protein_coding
gene44797	H2-T3-like	N/A
gene44798	LOC102641006	N/A
gene44799	H2-T3	protein_coding
gene448	Nck2	protein_coding
gene4480	Actc1	protein_coding
gene44800	Gm8909	protein_coding
gene44801	LOC102641007	N/A
gene44803	LOC102641002	N/A
gene44804	LOC101056256	N/A
gene44805	LOC102641008	N/A
gene44806	LOC102641009	N/A
gene44807	LOC102641003	N/A
gene44809	Gm4252	processed_pseudogene
gene4481	C130080G10Rik	antisense
gene44810	LOC102641004	N/A
gene44811	Rpp21	protein_coding
gene44812	Trim39	protein_coding
gene44813	H2-M10.2	protein_coding
gene44814	H2-M10.1	protein_coding
gene44815	H2-M10.3	protein_coding
gene44816	Gm318	processed_pseudogene
gene44817	Gm4256	unprocessed_pseudogene
gene44818	LOC102641005	N/A
gene4482	Aqr	protein_coding
gene44820	Gm5227	processed_pseudogene
gene44821	Gm4830	processed_pseudogene
gene44822	H2-M10.4	protein_coding
gene44824	H2-M11	protein_coding
gene44825	Gm8868	unprocessed_pseudogene
gene44826	H2-M9	protein_coding
gene44828	H2-M1	protein_coding
gene44829	Gm8877	unprocessed_pseudogene
gene4483	n-Td2	N/A
gene44830	Gm4271	unprocessed_pseudogene
gene44831	H2-M10.5	protein_coding
gene44832	H2-M10.6	protein_coding
gene44833	Trim26	protein_coding
gene44834	Trim15	protein_coding
gene44835	Trim10	protein_coding
gene44837	Trim40	protein_coding
gene44838	Trim31	protein_coding
gene44839	1700031A10Rik	antisense
gene4484	Mir7002	miRNA
gene44840	Rnf39	protein_coding
gene44841	LOC102636564	N/A
gene44842	Ppp1r11	protein_coding
gene44843	Znrd1	protein_coding
gene44844	Znrd1as	protein_coding
gene44846	H2-M5	protein_coding
gene44847	2410137M14Rik	protein_coding
gene44849	Zfp57	protein_coding
gene4485	Zfp770	protein_coding
gene44850	Mog	protein_coding
gene44851	LOC102636846	N/A
gene44852	Gabbr1	protein_coding
gene44853	Olfr90	protein_coding
gene44854	Olfr91	protein_coding
gene44855	Olfr92	protein_coding
gene44856	Gm19807	processed_pseudogene
gene44857	Olfr93	protein_coding
gene4486	LOC102633285	N/A
gene44861	Ubd	protein_coding
gene44862	Olfr94	protein_coding
gene44863	Olfr96	protein_coding
gene44864	Olfr97	protein_coding
gene44866	Olfr98	protein_coding
gene44867	H2-M3	protein_coding
gene44869	Olfr99	protein_coding
gene4487	Dph6	protein_coding
gene44871	Olfr100	N/A
gene44873	LOC383940	N/A
gene44874	Olfr101	protein_coding
gene44875	Olfr102	protein_coding
gene44876	Olfr103	protein_coding
gene4488	Gm13975	processed_pseudogene
gene44882	Olfr107	protein_coding
gene44885	Olfr108	protein_coding
gene44888	Olfr121	protein_coding
gene44889	Olfr122	protein_coding
gene4489	LOC102633438	N/A
gene44891	Olfr123	protein_coding
gene44892	Olfr124	protein_coding
gene44893	Olfr125	protein_coding
gene44895	Olfr126	protein_coding
gene44896	Gm18737	processed_pseudogene
gene44898	Olfr127	protein_coding
gene44899	Magea4	protein_coding
gene449	LOC102632604	N/A
gene4490	4930528P14Rik	lincRNA
gene44900	Gabre	protein_coding
gene44901	Mir224	miRNA
gene44902	Mir452	miRNA
gene44903	Xlr3c	protein_coding
gene44904	Xlr4c	protein_coding
gene44905	Xlr4b	protein_coding
gene44906	F8a	protein_coding
gene44907	Xlr3b	protein_coding
gene44908	Slc16a2	protein_coding
gene44910	LOC102636100	N/A
gene44911	Rpl32p	N/A
gene44912	Zcchc13	protein_coding
gene44913	Ftx	lincRNA
gene44914	LOC100504066	N/A
gene44916	Olfr1532-ps1	protein_coding
gene44917	Olfr707	protein_coding
gene44918	Acsl3	protein_coding
gene44919	Utp14b	protein_coding
gene4492	LOC102633554	N/A
gene44920	Mogat1	protein_coding
gene44921	5730419F03Rik	lincRNA
gene44922	Farsb	protein_coding
gene44923	Sgpp2	protein_coding
gene44925	Sox13	protein_coding
gene44926	Etnk2	protein_coding
gene44927	Ren1	protein_coding
gene44928	LOC100044082	N/A
gene44929	Ren2	N/A
gene4493	LOC102633630	N/A
gene44930	Kiss1	protein_coding
gene44931	Golt1a	protein_coding
gene44932	Plekha6	protein_coding
gene44933	Gm19461	antisense
gene44934	Ifi202b	protein_coding
gene44935	Ifi203	protein_coding
gene44936	Ifi204	protein_coding
gene44937	AI607873	protein_coding
gene44938	Gm7871	unprocessed_pseudogene
gene4494	3110099E03Rik	lincRNA
gene44940	Oog2	protein_coding
gene44941	C87977	protein_coding
gene44943	Pramel5	protein_coding
gene44946	Gm13128	protein_coding
gene44947	Kl	protein_coding
gene44948	Gm8675	N/A
gene44949	Stard13	protein_coding
gene4495	LOC102633794	N/A
gene44950	Pcm1	protein_coding
gene44951	Asah1	protein_coding
gene44952	Frg1	protein_coding
gene44953	LOC102641029	N/A
gene44954	Large	protein_coding
gene44955	Olfr314	protein_coding
gene44956	Olfr315	protein_coding
gene44957	Olfr316	protein_coding
gene44958	Olfr317	protein_coding
gene44959	Olfr318	protein_coding
gene4496	BC052040	protein_coding
gene44960	Olfr319	protein_coding
gene44961	Gm12570	processed_pseudogene
gene44962	Olfr320	protein_coding
gene44963	Olfr322	protein_coding
gene44964	Trim58	protein_coding
gene44965	Olfr323	protein_coding
gene44966	Ipo11	protein_coding
gene44967	Enthd1	protein_coding
gene44968	Grap2	protein_coding
gene44969	Mir6957	miRNA
gene4497	LOC102633715	N/A
gene44970	Fam83f	protein_coding
gene44971	4933432I09Rik	N/A
gene44972	LOC102638083	N/A
gene44973	Zdhhc8	protein_coding
gene44974	Ranbp1	protein_coding
gene44975	Trmt2a	protein_coding
gene44976	Dgcr8	protein_coding
gene44977	Mir1306	miRNA
gene44978	Tango2	protein_coding
gene44979	Mir185	miRNA
gene4498	Mir1951	miRNA
gene44980	Arvcf	protein_coding
gene44981	Comt	protein_coding
gene44982	LOC102638849	N/A
gene44983	Txnrd2	protein_coding
gene44984	Gnb1l	protein_coding
gene44985	Tbx1	protein_coding
gene44986	LOC102638925	N/A
gene44987	4930588K23Rik	antisense
gene44988	Gp1bb	protein_coding
gene44989	Sept5	protein_coding
gene4499	LOC102633865	N/A
gene44990	Rps2-ps7	N/A
gene44991	Hira	protein_coding
gene44995	Sim2	protein_coding
gene44996	Hlcs	protein_coding
gene44997	LOC102641026	N/A
gene44999	LOC102641028	N/A
gene45	LOC102632303	N/A
gene450	1500015O10Rik	protein_coding
gene4500	Meis2	protein_coding
gene45000	Ripply3	protein_coding
gene45001	LOC102641027	N/A
gene45002	Pigp	protein_coding
gene45003	Gm15310	transcribed_processed_pseudogene
gene45004	Ttc3	protein_coding
gene45005	LOC102633513	N/A
gene45006	Dscr3	protein_coding
gene45007	Dyrk1a	protein_coding
gene45008	LOC102633708	N/A
gene45009	Kcnj6	protein_coding
gene4501	G630016G05Rik	lincRNA
gene45010	LOC102633623	N/A
gene45011	LOC102633787	N/A
gene45012	LOC102633941	N/A
gene45013	LOC102634087	N/A
gene45014	Kcnj15	protein_coding
gene45015	Erg	protein_coding
gene45016	LOC102634204	N/A
gene45017	LOC102634278	N/A
gene45018	LOC102634397	N/A
gene45019	Ets2	protein_coding
gene4502	2810405F15Rik	TEC
gene45020	1600002D24Rik	lincRNA
gene45021	Psmg1	protein_coding
gene45022	Brwd1	protein_coding
gene45023	LOC102634671	N/A
gene45024	LOC102634741	N/A
gene45025	Hmgn1	protein_coding
gene45026	Wrb	protein_coding
gene45027	Lca5l	protein_coding
gene45028	Sh3bgr	protein_coding
gene45029	Dscam	protein_coding
gene4503	Gm13991	processed_pseudogene
gene45030	Olfr95	protein_coding
gene45031	Olfr96	protein_coding
gene45032	Olfr109	protein_coding
gene45033	H2-M2	protein_coding
gene45034	Olfr110	protein_coding
gene45035	Olfr111	protein_coding
gene45036	Olfr112	protein_coding
gene45037	Olfr113	protein_coding
gene45038	Olfr114	protein_coding
gene4504	LOC102634211	N/A
gene45040	Olfr115	protein_coding
gene45041	Olfr116	protein_coding
gene45042	Olfr117	protein_coding
gene45043	Olfr118	protein_coding
gene45044	Olfr119	protein_coding
gene45045	Gm7335	processed_pseudogene
gene45046	Olfr120	protein_coding
gene45048	Tenm1	protein_coding
gene45049	Zfp185	protein_coding
gene4505	Tmco5	protein_coding
gene45050	Pnma5	protein_coding
gene45052	Pnma3	protein_coding
gene45053	Xlr4a	protein_coding
gene45054	Gm14685	protein_coding
gene45055	Xlr3a	protein_coding
gene45056	Xlr5a	protein_coding
gene45057	Snx30	protein_coding
gene45058	Slc46a2	protein_coding
gene45059	Mup6	protein_coding
gene4506	LOC102634285	N/A
gene45060	Mup4	protein_coding
gene45062	Mup7	protein_coding
gene45063	Mup2	protein_coding
gene45064	Mup9	protein_coding
gene45066	Mup13	protein_coding
gene45068	Mup19	protein_coding
gene45069	LOC102632173	N/A
gene4507	D330050G23Rik	lincRNA
gene45070	Mup-ps16	unprocessed_pseudogene
gene45071	Mup5	protein_coding
gene45072	Mup-ps19	unprocessed_pseudogene
gene45073	Mup-ps23	processed_pseudogene
gene45074	Mup-ps18	unprocessed_pseudogene
gene45075	Mup-ps21	unprocessed_pseudogene
gene45076	LOC102632437	N/A
gene45077	LOC102632358	N/A
gene45078	Zfp37	protein_coding
gene45079	Mup21	protein_coding
gene4508	LOC102634359	N/A
gene45080	Mup3	protein_coding
gene45081	Mup20	protein_coding
gene45082	4930427A07Rik	protein_coding
gene45083	Crip1	protein_coding
gene45084	LOC102632554	N/A
gene45085	Crip2	protein_coding
gene45086	LOC102641030	N/A
gene45087	Mta1	protein_coding
gene45088	Tex22	protein_coding
gene45089	Pacs2	protein_coding
gene4509	Spred1	protein_coding
gene45090	Apobec3	protein_coding
gene45091	Cbx7	protein_coding
gene45092	LOC100862473	N/A
gene45093	LOC100044068	N/A
gene45094	LOC102641031	N/A
gene45095	Ifi203	protein_coding
gene45096	Ifi204	protein_coding
gene45097	AI607873	protein_coding
gene45098	Olfr432	protein_coding
gene45099	Olfr433	protein_coding
gene451	LOC102632685	N/A
gene4510	Mir674	miRNA
gene45100	Ifi205	protein_coding
gene45102	Ifi202b	protein_coding
gene45103	Mndal	protein_coding
gene45104	Olfr155	protein_coding
gene45105	Olfr157	protein_coding
gene45106	LOC102632172	N/A
gene45107	Olfr156	protein_coding
gene45108	Olfr29-ps1	unprocessed_pseudogene
gene45109	Olfr159	protein_coding
gene45111	Hk2	protein_coding
gene45112	LOC102635189	N/A
gene45113	2310069B03Rik	lincRNA
gene45115	Sema4f	protein_coding
gene45116	M1ap	protein_coding
gene45117	LOC102635339	N/A
gene45118	Dok1	protein_coding
gene45119	Loxl3	protein_coding
gene45120	Vmn1r50	protein_coding
gene45121	Vmn1r51	protein_coding
gene45123	Vmn1r52	protein_coding
gene45124	V1ra8	protein_coding
gene45125	Vmn1r53	protein_coding
gene45128	Vmn1r54	protein_coding
gene45129	Kansl1	protein_coding
gene4513	Fam98b	protein_coding
gene45130	Mapt	protein_coding
gene45131	Mettl17	protein_coding
gene45132	Slc39a2	protein_coding
gene45133	Ndrg2	protein_coding
gene45134	Tppp2	protein_coding
gene45135	Rnase13	protein_coding
gene45137	LOC102638849	N/A
gene45138	Comt	protein_coding
gene45139	Txnrd2	protein_coding
gene4514	Rasgrp1	protein_coding
gene45140	Gnb1l	protein_coding
gene45141	Tbx1	protein_coding
gene45142	LOC102638925	N/A
gene45143	Rab11b	protein_coding
gene45144	Angptl4	protein_coding
gene45145	Kank3	protein_coding
gene45146	Rps28	protein_coding
gene45147	Ndufa7	protein_coding
gene45148	Cd320	protein_coding
gene45149	LOC102633036	N/A
gene4515	LOC102634438	N/A
gene45150	Kifc1	protein_coding
gene45151	BC033916	lincRNA
gene45152	BC051226	antisense
gene45153	Daxx	protein_coding
gene45154	Zbtb22	protein_coding
gene45155	Gm19412	antisense
